rx,ry,rz,lx,ly,lz
4.607554131022916977e+01,2.930927366251726198e+02,8.617734366871233078e+02,2.036000178123450155e+02,3.026845131435240432e+02,8.564941948565827943e+02
6.670388238950542359e+01,2.849953003699609440e+02,8.836407635830245226e+02,2.137729321419722339e+02,2.879025490347138998e+02,8.750746434549389505e+02
4.395592016522600431e+01,2.998632018300148729e+02,8.561182326561563514e+02,2.203182489705942828e+02,3.016783207827018032e+02,8.659430475844288821e+02
5.866616455140354702e+01,3.131789782887924503e+02,8.723540604678147474e+02,2.131063604395185394e+02,2.931381821171225965e+02,8.741742419237762078e+02
5.205487844238373896e+01,2.979213844425057687e+02,8.680402118994967395e+02,2.252410852670762438e+02,2.992818348545176264e+02,8.658885839672741440e+02
4.648004914056028980e+01,2.988799916320288048e+02,8.711110637358025315e+02,2.044527995199014470e+02,3.015859370239894020e+02,8.684110866869199299e+02
4.042058059669610515e+01,2.905372098793557711e+02,8.621565611305941275e+02,2.160064552648348126e+02,3.104944066495782522e+02,8.726817714931758019e+02
3.114240600144119142e+01,3.084788816119947228e+02,8.599628233610958432e+02,2.333943532132006737e+02,3.074461025078045395e+02,8.689446807487930755e+02
6.560852198930084000e+01,3.001380245938772191e+02,8.884730913844492761e+02,2.200197148646602727e+02,3.201750514144217732e+02,8.657736403676294685e+02
4.486977523250178734e+01,2.867207068395421175e+02,8.740560192712183607e+02,2.205597123871046676e+02,3.032289509287195983e+02,8.649775269127977708e+02
5.587170474407666632e+01,3.075528178607572158e+02,8.644526436802060516e+02,2.097548059381072960e+02,3.079945533206732762e+02,8.731755008712736981e+02
4.532218735803488130e+01,2.952360823324185048e+02,8.710146068085769002e+02,2.156369021476680246e+02,3.130761384688711360e+02,8.481458945328618029e+02
4.417942501245870801e+01,2.827975771765106288e+02,8.733568632462470305e+02,1.998397956025350197e+02,2.815807103184439484e+02,8.718313979264688669e+02
3.835272644519832852e+01,2.886182591296567921e+02,8.811767775138085881e+02,2.123961867063238742e+02,2.983256664325730867e+02,8.635594957500750297e+02
4.169026475004914545e+01,3.078581311957773892e+02,8.742310332937232715e+02,2.080368305772898054e+02,3.087762035760896424e+02,8.824203152967927508e+02
6.899976418353101337e+01,3.058536221732210265e+02,8.733284560538345431e+02,2.068231800856623011e+02,3.023226392536228104e+02,8.820864097953475493e+02
3.846919686855695630e+01,3.013409273133707416e+02,8.797481553091896558e+02,2.156917984987132684e+02,3.151008263278960726e+02,8.689744664783820554e+02
3.406304559947997745e+01,3.222986459497302008e+02,8.527815048868418444e+02,2.121826172814401161e+02,2.962440559920490841e+02,8.617032546576225513e+02
4.594383410100148524e+01,2.970509942493637823e+02,8.687457746725439165e+02,2.252838977973837018e+02,3.115304361688652648e+02,8.747940491977146849e+02
6.231291765427801010e+01,3.022346956137559459e+02,8.845558522104030317e+02,2.221973252358890534e+02,3.074280535906200953e+02,8.765575116751886071e+02
5.167114985229345336e+01,2.993450487949148169e+02,8.657271158678920528e+02,2.127826012088071934e+02,2.990433890759437077e+02,8.453306136219148357e+02
5.502863431876511413e+01,3.134672552234036402e+02,8.721478940701657621e+02,2.201428417969070210e+02,3.023950472982951965e+02,8.748030531399242591e+02
3.844675278619164516e+01,2.952141646331080551e+02,8.539454492327616890e+02,2.001094942046740641e+02,3.061705320210033960e+02,8.496922850872164190e+02
4.317520696129926705e+01,2.834700813215573589e+02,8.694310887584804277e+02,1.897346352252382644e+02,3.014230009505200201e+02,8.759289969684564312e+02
4.354409173011269729e+01,2.966959960766809559e+02,8.825864766392015781e+02,2.164279236519703602e+02,2.882591473361141539e+02,8.846377694546904422e+02
3.746934263555148448e+01,3.177194066440154074e+02,8.510958774160353641e+02,2.202013991109355402e+02,3.030928179953111226e+02,8.393953931566848041e+02
5.360002967566146737e+01,3.001986048192380849e+02,8.555330976239505389e+02,2.071265330646528184e+02,3.045176170563080973e+02,8.718628591928107880e+02
5.530332084168265538e+01,3.021879013938141725e+02,8.726695710286720669e+02,2.186743850534901696e+02,3.045766545196755715e+02,8.643776998748958249e+02
5.281964614769092492e+01,3.031423429405849106e+02,8.763073841369017600e+02,2.100679989918872081e+02,3.026200794775224381e+02,8.730230842832080498e+02
3.037433877060660947e+01,2.958624860823492781e+02,8.733164489714403089e+02,2.138297767926832762e+02,2.961080335241167063e+02,8.718848980903297843e+02
5.804837482331534915e+01,3.049494671461981170e+02,8.773687471332137875e+02,2.148018151292127698e+02,2.965114730789468922e+02,8.779457683996892001e+02
4.279004569991449358e+01,3.092286455163352912e+02,8.741773407007934793e+02,2.130835553673578033e+02,2.965868433899051411e+02,8.608752351195980737e+02
3.745535946742398892e+01,3.294446344109725260e+02,8.517060807245075011e+02,2.283945462162286617e+02,3.001684181282149666e+02,8.627009449330789721e+02
5.145003009671617633e+01,2.996538642358617039e+02,8.827749829549343303e+02,2.205043686098666456e+02,2.988924377128855099e+02,8.812100375712583400e+02
4.067014211212924124e+01,2.980599396363354572e+02,8.580134412583928452e+02,2.132521112947486301e+02,3.048615439308139230e+02,8.715676638072806099e+02
5.136013586873963277e+01,3.070220942477463950e+02,8.912464826493759347e+02,2.034886116181362468e+02,2.883303943858953744e+02,8.682982526972840560e+02
5.563765741050925584e+01,2.890872950885681689e+02,8.929115701285519435e+02,2.005440501084784160e+02,3.026747784026104000e+02,8.630293298658131107e+02
5.164547280252153172e+01,3.164236561726405625e+02,8.584272806253121644e+02,1.975943144357693200e+02,3.147029513327829591e+02,8.594593644833064445e+02
4.386654437607627699e+01,2.950222198177041832e+02,8.607681216897352670e+02,2.246951779031061278e+02,3.002911356123064479e+02,8.553737814058790718e+02
5.739216322866671049e+01,2.889384354820866179e+02,8.545335185756965757e+02,2.197533002407246556e+02,2.905221529504444788e+02,8.912078979383155684e+02
4.622249645132635010e+01,3.029952358897843396e+02,8.809752776725886179e+02,2.377766779491610407e+02,2.972103246450579945e+02,8.514492541945611492e+02
5.270010859531939218e+01,2.976149972623509825e+02,8.697173242162999713e+02,2.323041499261591696e+02,2.992962038285184008e+02,8.831171619077636024e+02
6.744511579590911765e+01,3.024695183348779892e+02,8.745542587768742351e+02,2.028585800482650825e+02,2.967741292172268004e+02,8.635047287954738522e+02
4.559413693101693354e+01,3.085635561825343984e+02,8.814461446940360929e+02,2.176902642793467066e+02,2.995734916959253837e+02,8.659243975558377997e+02
3.802480741442370515e+01,2.966972006067859411e+02,8.626631150626699309e+02,2.103073840252594096e+02,3.122881299998226154e+02,8.790411761945586022e+02
4.864020601955277101e+01,3.102981910462840460e+02,8.555916729853237257e+02,2.240542104356150901e+02,2.775742226303576672e+02,8.551167303961883590e+02
5.445517971628827070e+01,3.108226273724945372e+02,8.667131288908304896e+02,2.145403657669544657e+02,2.917528156500339946e+02,8.771620580384392269e+02
3.760251917816022171e+01,3.024056916894606957e+02,8.746542063507928333e+02,2.068600499632220817e+02,2.966100894069410288e+02,8.708308424003278105e+02
3.950366338710132652e+01,3.103368549375967405e+02,8.645484112870392437e+02,2.202984747828623426e+02,3.019449387525918951e+02,8.753164287730177193e+02
2.514042112128226591e+01,2.914768414487821815e+02,8.709721344929098450e+02,2.209148252141515627e+02,3.041581031088045961e+02,8.516738643907178812e+02
2.320691628571175258e+01,2.911711598821133862e+02,8.674803627232768122e+02,2.077266491847993279e+02,3.087720555119132086e+02,8.634944235772593402e+02
3.082256454074393659e+01,2.910641995251845628e+02,8.816133742482974185e+02,2.244157250306624292e+02,2.894211287226395370e+02,8.660436681145004059e+02
5.680722325700008213e+01,2.995297369478159908e+02,8.700430867644815862e+02,1.999862055541245240e+02,3.096786779795629059e+02,8.669737530238584213e+02
5.127197624166135626e+01,3.172606498646570117e+02,8.582432505975885988e+02,2.260447469761731440e+02,3.019674280712216614e+02,8.668664864427930752e+02
5.243433568384148913e+01,2.992651506563469184e+02,8.740668346967117941e+02,2.259152847865934746e+02,2.875852422973803755e+02,8.579129006076498172e+02
3.584434145202871491e+01,2.840212049292999268e+02,8.644137860148046002e+02,2.247526434211516175e+02,3.008717791983162329e+02,8.805275486022408131e+02
6.626213084253200236e+01,2.891824761520806533e+02,8.681222606788753637e+02,2.059749018683835686e+02,3.003880797790028510e+02,8.843595455288252651e+02
4.918637646394546437e+01,2.822712605837811566e+02,8.674352866193403315e+02,2.192235962566913088e+02,3.012546144395325882e+02,8.705844032910323449e+02
5.407345223124514888e+01,3.212205655697828774e+02,8.687199854583152501e+02,2.081587072371503098e+02,2.868351882811482483e+02,8.671041987475593942e+02
5.768370568419501154e+01,2.995106532323630404e+02,8.876259106395025356e+02,2.060012375752853018e+02,3.093666065537847203e+02,8.749916815990534360e+02
6.566985156108961519e+01,3.031255825578523400e+02,8.631003360074928423e+02,2.011810108373892376e+02,3.039789055215037479e+02,8.707504519577645397e+02
5.692671179142469384e+01,3.083058502784463712e+02,8.756606641801540718e+02,2.264143022297523089e+02,3.123686342624860117e+02,8.614712036963321680e+02
6.100193105064988686e+01,3.069545304467719689e+02,8.675559075921589738e+02,2.057360669330891767e+02,2.950807632876150706e+02,8.702017833269779885e+02
6.661333588598847655e+01,2.970376046622700414e+02,8.891993195048216876e+02,2.074344642748613126e+02,3.061608007411382459e+02,8.731430103942076357e+02
5.822287362661198529e+01,2.897659029826372148e+02,8.593545864303268900e+02,2.064823179985731088e+02,2.971203329774305644e+02,8.692469689409571174e+02
5.650400203233789398e+01,2.865867539065220058e+02,8.870675723424340049e+02,2.287520279094015621e+02,2.984553310039771645e+02,8.660368532831718085e+02
5.817366354856692823e+01,3.020230415249473594e+02,8.905889978566790433e+02,2.164433326766934726e+02,3.059584922923985459e+02,8.750958360834966925e+02
6.091826910235205617e+01,3.049351291215369315e+02,8.786745660454798781e+02,2.126552786755441673e+02,3.119711493727033940e+02,8.768325738275401591e+02
6.207699171448485487e+01,2.869793570098663054e+02,8.632365204899602986e+02,2.060961132473590851e+02,3.046373478040047189e+02,8.545251367644228822e+02
3.911331697636676097e+01,3.004866614524615898e+02,8.726177982363931278e+02,1.989132371689977106e+02,3.111008101030440116e+02,8.685139843071682435e+02
3.686797499266636180e+01,3.154193861310008629e+02,8.458767133107072596e+02,2.053581860967450439e+02,2.891652176311135349e+02,8.756675725706852518e+02
4.597902471212753994e+01,2.981981153435764895e+02,8.562294327975955639e+02,2.080065678933985680e+02,2.966800850801154752e+02,8.636589196073880430e+02
3.774256524143505942e+01,2.959198230132849403e+02,8.817801198289006379e+02,2.088489690881237664e+02,3.036674610826809158e+02,8.726396493390385558e+02
6.766875682537876457e+01,3.105967599523968374e+02,8.711271812087788931e+02,2.234509308897301594e+02,3.141225263165566730e+02,8.591531064083646925e+02
4.108699399740130076e+01,3.078657447846957780e+02,8.764869709844479075e+02,2.246700848717166821e+02,2.998046385398619122e+02,8.743989546894557634e+02
5.281509489432521320e+01,2.937389683905863649e+02,8.508766746578179436e+02,2.010546750897957793e+02,3.014884951621731375e+02,8.624670267268247699e+02
4.016232450650132080e+01,3.047661090977476874e+02,8.515611489518330472e+02,2.205299987565602464e+02,3.021185231253662096e+02,8.707285950008423470e+02
4.766305656594050788e+01,3.040550748683454572e+02,8.762446765554716421e+02,2.085597610447134969e+02,2.988788608143666465e+02,8.609935001344380225e+02
5.900225770457364405e+01,2.905064814601171861e+02,8.910707433721240704e+02,2.192251459158905220e+02,3.091093255135781988e+02,8.539350694610573100e+02
6.292649090024166014e+01,2.811429747582008076e+02,8.651775203471858049e+02,2.026154387206807712e+02,2.899855419103666350e+02,8.791516049620640842e+02
4.752466582986831156e+01,2.969323019146906972e+02,8.746747400522706357e+02,2.166295661149832483e+02,3.034905390314480087e+02,8.782514130033143829e+02
4.368849690685219400e+01,3.025994160711420022e+02,8.651059143101751943e+02,2.061157351325926470e+02,3.095067793861212522e+02,8.684760595279509516e+02
5.189503252434670344e+01,3.054261756066521798e+02,8.929002069924065381e+02,2.248449711952084158e+02,2.941988806128530882e+02,8.717343541439948922e+02
6.494957671585076753e+01,2.978201298454914649e+02,8.571788416350052557e+02,2.099289939052305272e+02,2.959916310015644285e+02,8.704654306487298072e+02
4.182507462498232087e+01,2.964223463977522783e+02,8.809063017715673141e+02,2.002185334577739297e+02,3.058759965575176238e+02,8.665418603920177247e+02
5.108754471840211409e+01,2.993744984786220016e+02,8.649581374185025879e+02,2.082283268497479014e+02,2.912654155345725826e+02,8.726815270090169179e+02
4.884652639198741042e+01,3.054237176968860012e+02,8.718462735277936417e+02,2.110928449091851178e+02,2.930913953668116392e+02,8.773412033033911257e+02
5.246114345971587056e+01,2.945150092100466281e+02,8.770981114061945618e+02,2.119734288017092183e+02,3.043575755008856163e+02,8.778837270557537522e+02
5.339771353765955553e+01,2.915189657346455760e+02,8.674262011580873377e+02,2.276882862695072731e+02,2.967034614280482288e+02,8.595416835241633180e+02
4.064203441293464891e+01,2.940810836395376100e+02,8.649537057096723629e+02,1.986578484406858252e+02,3.149761173227102518e+02,8.597691080851207062e+02
4.802106846679400576e+01,3.057953203456238498e+02,8.592960425760336420e+02,2.012002258867521789e+02,2.860864558539384461e+02,8.714922308473336443e+02
3.490170237846125190e+01,2.888252547447681309e+02,8.757087730766337472e+02,2.022127883020110346e+02,3.104030888553983800e+02,8.629672782275707732e+02
3.825725364297451137e+01,2.936734169845443603e+02,8.742189090316336433e+02,2.062612321436033938e+02,2.942551129565920860e+02,8.790699767729068981e+02
4.222038731144994017e+01,2.881715685083412382e+02,8.587399562048700545e+02,2.261126338331356465e+02,2.763004377099157409e+02,8.673886987816783858e+02
4.567013156946008934e+01,2.866613599502019838e+02,8.753610908375565032e+02,2.169807960744145134e+02,3.102685701005897272e+02,8.699474075482845592e+02
5.470813197867242650e+01,3.051415954048410981e+02,8.664485905038961846e+02,2.069971411615054535e+02,3.063169877129959104e+02,8.601363867298349533e+02
5.809427722535723149e+01,3.117507612519135023e+02,8.691437447281419963e+02,2.124949472580094039e+02,2.985183050128323430e+02,8.769895126233636802e+02
5.852296001835392758e+01,3.067733188592754345e+02,8.755603694696605999e+02,2.209408219879817068e+02,2.938966925350977704e+02,8.781555106196436782e+02
5.934235935154774211e+01,3.061833232328793883e+02,8.813080729245491511e+02,2.060807221460182177e+02,3.108128545515929204e+02,8.552974809877063080e+02
5.329286153747640498e+01,2.915682013205819203e+02,8.645677634205027289e+02,2.044346077942266504e+02,2.994057210387431383e+02,8.681833016004264891e+02
4.254224623247407777e+01,3.074000239005256958e+02,8.582840949858539261e+02,2.252784101653170410e+02,2.958350454838207497e+02,8.660194985543524808e+02
4.365351575750126045e+01,2.865748707713203771e+02,8.650702618073732992e+02,2.394708995235567386e+02,3.029459769696850344e+02,8.825382721062223936e+02
3.518191957873096953e+01,3.020689209633071073e+02,8.697811156819598182e+02,2.006311824914428428e+02,2.976930430281354347e+02,8.776407463554432979e+02
4.430594232013216782e+01,2.861555105048261112e+02,8.751144759909469713e+02,2.117070220194301555e+02,2.983559649979974324e+02,8.694291497695526232e+02
3.775184382270159489e+01,2.993519391567726302e+02,8.674216244207077580e+02,2.175413878055097712e+02,2.970762962155136506e+02,8.805039405472861063e+02
4.346443664192388212e+01,2.958877885231808023e+02,8.792353137023194449e+02,2.201990741796227269e+02,3.042277332990977357e+02,8.600068812468844044e+02
4.626854439085303738e+01,3.019509551324756558e+02,8.511345723210179131e+02,2.125369926861724537e+02,3.115250129022297187e+02,8.661143314487898124e+02
6.645764301239816518e+01,3.027784699502544186e+02,8.920024377200642220e+02,2.177962876090127509e+02,2.894236955699272471e+02,8.798980309300136469e+02
4.681244102045291555e+01,3.013143141743460092e+02,8.782932929806979701e+02,2.098302293543013093e+02,3.065917547664740823e+02,8.637684143343940377e+02
4.585637981219144876e+01,2.970022820014634135e+02,8.623494480684521477e+02,2.328187902152635900e+02,3.054573063862484901e+02,8.554314420829099390e+02
4.565010359022219433e+01,3.147838831824077488e+02,8.723124497717170698e+02,2.144138469595642675e+02,2.852411497285818314e+02,8.823847002649744127e+02
5.701365857586493746e+01,2.973726443027438791e+02,8.663410239835924358e+02,2.038221847874244190e+02,2.991337973467506117e+02,8.782190040967982441e+02
5.615182111509665219e+01,2.854224080602978120e+02,8.674117116684586790e+02,2.120479685707285853e+02,2.907800973270637996e+02,8.710912569416384486e+02
3.942758760278206864e+01,3.067753853724300939e+02,8.692225614499861877e+02,1.946456117788687550e+02,2.980849760741062369e+02,8.700559090989768265e+02
5.095718164070299849e+01,3.101822069999857376e+02,8.786365458283202088e+02,2.165586126554904354e+02,3.018607561221984952e+02,8.592743456915537763e+02
3.688988281113193324e+01,2.942778770876761314e+02,8.581132037532852337e+02,2.237076056705530505e+02,2.880091492304063081e+02,8.651915009034903505e+02
4.189747005946652791e+01,2.950980428750516467e+02,8.602805630069169638e+02,1.926776358133731151e+02,3.014186932499060276e+02,8.658532351644445271e+02
5.024044351267622233e+01,2.880474205979007252e+02,8.722539188709357632e+02,2.129222543419595866e+02,3.084535721423856671e+02,8.741759281300625162e+02
7.043123250779015621e+01,3.190198722242691929e+02,8.709606397932104755e+02,2.233181482384657670e+02,3.124156862287092622e+02,8.639362606418172845e+02
5.131766820086452441e+01,3.070415474268367007e+02,8.809357558545314077e+02,2.105575288634725837e+02,3.074872850257851837e+02,8.673911794291232127e+02
5.009879335748603069e+01,3.020437522569088173e+02,8.670610692301333984e+02,2.293707000733928396e+02,3.129992494453333620e+02,8.649902034186918627e+02
4.836936414686915242e+01,2.942913612047387915e+02,8.819369272401519311e+02,2.188117880311683621e+02,3.161624558691459583e+02,8.836062167400830276e+02
6.342870096210349118e+01,2.986489951227698612e+02,8.681030503597836514e+02,2.250332513961996881e+02,3.144427470007125294e+02,8.716420305099995858e+02
5.893407689070119915e+01,2.986239213355289053e+02,8.695683607051540776e+02,2.056818433322347914e+02,2.845357061572229327e+02,8.683149794777202715e+02
6.297095225572928001e+01,2.859483669687636507e+02,8.773966187171794218e+02,2.135633555995281370e+02,3.021108476317161831e+02,8.740173952303799751e+02
4.814596095331262404e+01,2.868680706462170633e+02,8.818993958598142626e+02,1.987032568460414836e+02,3.023835020059552221e+02,8.730455867697388612e+02
2.597217972307469225e+01,3.158114056069273374e+02,8.688473125301151185e+02,2.063758087701759223e+02,2.988774483077036734e+02,8.443849173237285868e+02
5.264350593363177921e+01,3.053101970591741292e+02,8.869765982320010380e+02,2.121433754209800213e+02,2.979055592494761413e+02,8.789186469862838749e+02
4.796269627706000449e+01,2.912311732240262359e+02,8.548185649922380662e+02,2.015375445045050355e+02,3.207764109307291278e+02,8.803238447071986457e+02
4.521973239028913838e+01,2.956101283667914004e+02,8.763838139237627729e+02,2.167870066957893584e+02,2.993067725686446465e+02,8.787195998141104383e+02
3.379922671857470107e+01,2.998400269694376448e+02,8.774233317562261618e+02,2.133534409508827139e+02,2.942023628541226685e+02,8.617441271044978066e+02
5.510685000432104630e+01,2.972300431112544175e+02,8.697594573736947723e+02,2.189608080764986084e+02,2.845779284687506561e+02,8.654637365045477964e+02
4.939998263875625639e+01,3.059737919325568782e+02,8.735590397347259568e+02,2.269507409896314982e+02,2.958467342305535794e+02,8.584647310962325264e+02
4.786477908679147930e+01,2.839555659814246837e+02,8.818425479461340046e+02,2.166862001622917262e+02,3.048926462380566136e+02,8.842612143252681562e+02
3.786348606917918858e+01,2.779733941819102938e+02,8.754649342176063556e+02,2.131784947260344154e+02,2.988117576734895238e+02,8.660045836859385417e+02
4.573611505265881760e+01,2.951426615000695506e+02,8.903348516507315935e+02,2.115999705263245119e+02,3.032102851265151457e+02,8.728435321080733047e+02
5.211501615404390009e+01,2.963609200079869197e+02,8.739304485825799702e+02,2.241125511714933225e+02,3.077631388949242819e+02,8.787696228883731919e+02
4.865077873082830706e+01,3.067467618263531790e+02,8.731776939127213382e+02,2.248699725109444501e+02,3.019126915425855486e+02,8.788176077054736197e+02
6.150887918123684273e+01,2.709596265913199318e+02,8.608964533766132945e+02,2.099675628797925526e+02,3.020047700586119390e+02,8.731708875369834004e+02
4.861486065716691485e+01,3.098315528644494634e+02,8.599129303428015874e+02,1.903635317370606401e+02,2.850722488310607332e+02,8.836551788449688729e+02
4.372468918221271394e+01,3.065025548372364028e+02,8.572381775838179010e+02,2.275021472720186750e+02,3.027746259998535834e+02,8.715668324745454356e+02
3.307528378202474073e+01,2.947783137738917958e+02,8.653675417157436414e+02,2.093937943821009355e+02,3.011457791686381711e+02,8.591534127477974607e+02
3.620140989866573022e+01,3.020566723711381769e+02,8.702597133720531701e+02,1.971977332718015532e+02,2.930437823396080717e+02,8.709678034347610946e+02
6.047693228172786206e+01,3.100595084857815209e+02,8.701886024562265902e+02,2.018438958200798652e+02,2.973274416452491096e+02,9.030250577069973588e+02
4.426627721266812898e+01,2.943050912723415991e+02,8.837826907295512910e+02,2.289595313441226097e+02,2.926679272401707408e+02,8.750575253697651306e+02
5.400920277941716563e+01,2.956075730835462991e+02,8.666247896136752615e+02,2.141172602894571924e+02,2.980365290868086277e+02,8.625651778491279629e+02
5.312643108755140986e+01,2.810089969137791286e+02,8.651050239721362232e+02,2.262327889816409652e+02,3.008214599574601493e+02,8.662498857467379594e+02
3.878358407778179640e+01,3.250013434373497034e+02,8.757371252073215828e+02,2.057045228259883061e+02,2.945508084246358180e+02,8.623278300858255534e+02
5.212448096670958364e+01,2.953721331097457892e+02,8.797949382882117106e+02,2.163894533870729049e+02,2.894428254368639273e+02,8.726865360509667653e+02
4.052529516639820883e+01,3.098183379188449180e+02,8.545031296225308779e+02,2.028502281448613473e+02,2.890583982599893602e+02,8.777239374867613151e+02
6.476684095157260401e+01,2.906076774728041983e+02,8.647641576620338810e+02,2.203804435056576949e+02,2.951247589485765275e+02,8.747982157455205652e+02
3.959367141812775515e+01,3.013339158189731393e+02,8.818969255862124328e+02,2.163301628255908327e+02,3.064658456935949857e+02,8.640687827029075834e+02
4.885381343816727906e+01,3.124676904949812979e+02,8.785408087391753043e+02,2.176101428828390283e+02,2.930469647257767747e+02,8.717624684489511537e+02
5.473834425196848485e+01,2.933331050513690457e+02,8.827700630288388766e+02,2.251505893558466767e+02,2.913214437608260141e+02,8.728960503847197288e+02
7.081622578699975179e+01,3.195243837757101346e+02,8.750156554812792820e+02,2.112525922776986249e+02,2.980661635033718539e+02,8.647368289581894487e+02
4.227037997044434547e+01,2.932685691100320469e+02,8.773098303769763788e+02,2.179599451399651855e+02,2.826382916219499748e+02,8.557319333210812147e+02
3.588721713168754235e+01,3.137980440990530724e+02,8.617934758399914017e+02,2.201162187016560381e+02,2.986168835405075583e+02,8.700261574652946592e+02
4.490331072568925208e+01,3.212833354129328427e+02,8.803994880881749623e+02,2.321972675604782239e+02,2.888200348400880557e+02,8.891849348495497907e+02
4.567823797226080274e+01,3.079940634454164297e+02,8.772421125680556315e+02,2.133849176358499165e+02,2.954234435657353401e+02,8.635312848406572357e+02
4.642781578717172408e+01,3.078585239373017544e+02,8.703082857069842930e+02,1.986817371132038375e+02,3.175428776516663447e+02,8.750151118055797497e+02
2.469323445398566719e+01,2.999638184453408485e+02,8.622460804945392283e+02,2.014615844690783888e+02,3.001422628602530835e+02,8.726873196984212200e+02
4.177709356268034924e+01,2.909461441167204043e+02,8.798354619964935637e+02,2.311484548293228443e+02,2.909195743448397025e+02,8.751202833273270016e+02
4.828691344048817058e+01,2.820180095568226193e+02,8.928007692231682313e+02,2.020970413205949114e+02,2.883321274297435934e+02,8.755318101370784234e+02
4.654806910106984219e+01,2.880866069292802649e+02,8.791535864283863475e+02,2.066644918644546181e+02,3.056409938265745154e+02,8.662027757527582708e+02
6.315472685404515119e+01,3.044207716806976123e+02,8.935653354373872617e+02,2.361689072256030499e+02,3.016452069372185179e+02,8.652861069753042784e+02
3.783634586231634245e+01,2.978485049082919431e+02,8.663366952405289112e+02,2.210552211870352721e+02,3.145129310251261359e+02,8.697520857998487145e+02
4.957914217754323261e+01,2.990587467194670808e+02,8.642145230895889654e+02,2.164893104011509877e+02,2.886346978105398762e+02,8.694702051149790805e+02
5.183204965296022237e+01,2.896996383558623052e+02,8.566869473813936793e+02,2.017218564206350493e+02,2.983884948964452519e+02,8.591388869868495703e+02
7.233398381667907984e+01,2.961541675679554828e+02,8.527003629496225585e+02,2.119312264849735925e+02,2.960418360061301541e+02,8.653280983720322865e+02
5.116773067163201461e+01,3.018330950567137165e+02,8.658283690127645968e+02,2.127313079938151930e+02,3.134096009523171347e+02,8.569061074927534492e+02
4.977908543463284019e+01,3.011116635164288482e+02,8.610491106566395274e+02,2.392129370800477375e+02,3.222741687116030107e+02,8.743843464097496962e+02
5.181964133984825338e+01,3.047705483839026783e+02,8.827887018236552876e+02,2.172440586780851959e+02,2.850978677707537372e+02,8.748027219362528513e+02
4.027991802202079441e+01,2.963232075939312722e+02,8.518273113635364098e+02,1.991763339723989645e+02,3.012275464923008599e+02,8.794158467243389623e+02
4.595076825469499227e+01,2.999107560986603289e+02,8.650202478081008621e+02,2.243383989670789731e+02,2.970569507117003809e+02,8.912570612510692172e+02
5.910164156005097880e+01,3.066592443500694571e+02,8.635482474142281717e+02,2.100643810923328658e+02,2.947626757216995088e+02,8.618269084617766111e+02
4.257153392295111161e+01,3.074380563073842723e+02,8.764839365955600670e+02,2.290126042251640399e+02,3.184838754557574703e+02,8.655605971818114313e+02
5.926207052587859891e+01,3.035629673924056533e+02,8.565311609141742792e+02,2.128907090274952054e+02,2.996119238749921010e+02,8.766979523033396617e+02
6.733203090365250887e+01,2.906971751891541089e+02,8.636883469483921090e+02,2.151640916990886012e+02,3.033024254549153511e+02,8.790132777969519111e+02
5.606783987707978412e+01,2.986020184939678188e+02,8.613729536907978854e+02,2.264032679374042516e+02,2.753614147240405146e+02,8.546739486109934205e+02
3.856788281615725111e+01,2.966620417537637309e+02,8.581971449826357912e+02,2.140481901707636325e+02,3.129068407040508646e+02,8.660740730811680805e+02
5.988839395414654376e+01,3.007643757019036457e+02,8.779387192783918863e+02,2.236134194942526392e+02,2.975538393257249368e+02,8.607394858373716033e+02
5.767979390398550521e+01,3.147752993141463094e+02,8.771169044567566289e+02,2.112486174405695465e+02,2.967522499781858869e+02,8.644409236349840739e+02
2.952884558405397186e+01,3.007468436401464942e+02,8.761396086568896635e+02,2.109746699369401313e+02,3.198341635438003436e+02,8.725534886917539552e+02
4.648258153902720835e+01,3.094359585137292470e+02,8.587097296432489202e+02,2.065381061081228324e+02,2.864218546914055423e+02,8.660359658574755031e+02
6.047009815997607518e+01,3.041230082539626096e+02,8.791546666155347793e+02,1.958121496259225012e+02,2.748352312353579805e+02,8.510959935227974711e+02
5.509064945461736329e+01,3.156435579657035078e+02,8.818192532594792965e+02,2.220097974601275155e+02,3.087705684392389003e+02,8.774034900343579011e+02
5.139997763770696082e+01,3.206954808643223487e+02,8.696185650017533817e+02,2.198769850741668392e+02,2.957234341901022958e+02,8.754958764691558599e+02
5.946177277236478886e+01,2.965470424047360325e+02,8.535103709115919628e+02,2.176951075875562083e+02,2.920721355736833402e+02,8.661654837520244428e+02
5.427928290295703562e+01,2.883168082100430638e+02,8.646637313968585659e+02,1.990781931562495117e+02,3.082660834822135030e+02,8.724072564343165368e+02
4.703355791908956007e+01,2.905716529713489535e+02,8.744082099542647484e+02,2.156966378266382947e+02,2.982940289697899061e+02,8.777104473679518151e+02
6.159280166777351440e+01,3.048939760011012936e+02,8.704842397792743895e+02,2.164852781049099804e+02,3.113218490864224464e+02,8.594144280218569065e+02
5.690161138445204614e+01,3.140812328832078038e+02,8.754739122598815584e+02,2.116422050719296806e+02,2.931646980454797813e+02,8.638519235650809378e+02
3.591746761491138784e+01,2.932118500492515523e+02,8.617853156651657400e+02,2.133446815044745790e+02,3.003692678769944564e+02,8.622851267008569494e+02
5.902607136878766170e+01,2.983315888795515320e+02,8.738796058700339699e+02,2.161139726184887024e+02,2.985040383742734775e+02,8.914432738073107885e+02
